ip.version,ip.hdr_len,ip.tos,ip.id,ip.flags,ip.flags.rb,ip.flags.df,ip.flags.mf,ip.frag_offset,ip.ttl,ip.proto,ip.checksum,ip.src,ip.dst,ip.len,ip.dsfield,tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.len,tcp.hdr_len,tcp.flags,tcp.flags.fin,tcp.flags.syn,tcp.flags.reset,tcp.flags.push,tcp.flags.ack,tcp.flags.urg,tcp.flags.cwr,tcp.window_size,tcp.checksum,tcp.urgent_pointer,tcp.options.mss_val
"4","20",,"0xd085","0x00","0","0","0","0","115","6","0x8832","35.241.9.51","192.168.1.56","60","0x00","443","57679","0","1","0","40","0x0012","0","1","0","0","1","0","0","65535","0xb757","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0xa541","192.168.1.56","54.184.156.222","64","0x00","57684","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0x5c5f","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0x5b9c","192.168.1.56","52.30.233.29","64","0x00","57685","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0x4375","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","53","6","0x9063","172.67.71.61","192.168.1.56","52","0x00","443","57681","0","1","0","32","0x0012","0","1","0","0","1","0","0","65535","0x359f","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","53","6","0x2bbe","104.16.240.21","192.168.1.56","52","0x00","443","57683","0","1","0","32","0x0012","0","1","0","0","1","0","0","65535","0xc8aa","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","232","6","0xb39f","52.30.233.29","192.168.1.56","60","0x00","443","57685","0","1","0","40","0x0012","0","1","0","0","1","0","0","26847","0xc8b7","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0x8de0","192.168.1.56","52.48.182.199","64","0x00","57686","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0xdde4","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0xa541","192.168.1.56","54.184.156.222","64","0x00","57687","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0xb867","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","229","6","0x0045","54.184.156.222","192.168.1.56","60","0x00","443","57684","0","1","0","40","0x0012","0","1","0","0","1","0","0","26847","0x26d6","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","231","6","0xe6e3","52.48.182.199","192.168.1.56","60","0x00","443","57686","0","1","0","40","0x0012","0","1","0","0","1","0","0","26847","0x1201","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0x16d8","192.168.1.56","157.240.196.15","64","0x00","57688","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0x9447","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","84","6","0x02dc","157.240.196.15","192.168.1.56","60","0x00","443","57688","0","1","0","40","0x0012","0","1","0","0","1","0","0","65535","0x7216","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0xde42","192.168.1.56","130.211.23.194","64","0x00","57689","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0xc74f","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0x70ba","192.168.1.56","13.225.250.60","64","0x00","57690","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0x1ad1","0","1460"
"4","20",,"0xe4dd","0x00","0","0","0","0","117","6","0x0469","130.211.23.194","192.168.1.56","60","0x00","443","57689","0","1","0","40","0x0012","0","1","0","0","1","0","0","65535","0xaf91","0","1360"
"4","20",,"0x09ac","0x00","0","0","0","0","237","6","0xfa11","13.225.250.60","192.168.1.56","60","0x00","443","57690","0","1","0","40","0x0012","0","1","0","0","1","0","0","65535","0xcc02","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","228","6","0x0145","54.184.156.222","192.168.1.56","60","0x00","443","57687","0","1","0","40","0x0012","0","1","0","0","1","0","0","26847","0x68a2","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0x20ba","192.168.1.56","142.250.201.35","64","0x00","57691","80","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0x8eab","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0x20ba","192.168.1.56","142.250.201.35","64","0x00","57692","80","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0xde94","0","1460"
"4","20",,"0x8e64","0x00","0","0","0","0","116","6","0x9e59","142.250.201.35","192.168.1.56","60","0x00","80","57691","0","1","0","40","0x0012","0","1","0","0","1","0","0","65535","0x57cc","0","1360"
"4","20",,"0x2043","0x00","0","0","0","0","117","6","0x0b7b","142.250.201.35","192.168.1.56","60","0x00","80","57692","0","1","0","40","0x0012","0","1","0","0","1","0","0","65535","0x05c7","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0xc41a","192.168.1.56","142.251.37.194","64","0x00","57693","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0x1c1e","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0x20dc","192.168.1.56","142.250.201.1","64","0x00","57698","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0xaa54","0","1460"
"4","20",,"0x95d0","0x00","0","0","0","0","115","6","0x3b4e","142.251.37.194","192.168.1.56","60","0x00","443","57693","0","1","0","40","0x0012","0","1","0","0","1","0","0","65535","0xa339","0","1360"
"4","20",,"0x9f34","0x00","0","0","0","0","116","6","0x8dab","142.250.201.1","192.168.1.56","60","0x00","443","57698","0","1","0","40","0x0012","0","1","0","0","1","0","0","65535","0xc03e","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0x06c5","192.168.1.56","141.226.228.48","64","0x00","57699","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0x06fe","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","51","6","0x13c9","141.226.228.48","192.168.1.56","52","0x08","443","57699","0","1","0","32","0x0012","0","1","0","0","1","0","0","29200","0x9dcb","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0x70ba","192.168.1.56","13.225.250.60","64","0x00","57700","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0xdbd7","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0xe1d9","192.168.1.56","54.194.96.60","64","0x00","57701","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0xbde7","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0x863f","192.168.1.56","147.75.95.77","64","0x00","57702","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0x60e8","0","1460"
"4","20",,"0x468f","0x00","0","0","0","0","239","6","0xbb2e","13.225.250.60","192.168.1.56","60","0x00","443","57700","0","1","0","40","0x0012","0","1","0","0","1","0","0","65535","0x1e7c","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","222","6","0x43dd","54.194.96.60","192.168.1.56","60","0x00","443","57701","0","1","0","40","0x0012","0","1","0","0","1","0","0","26847","0xfdf4","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0x16c4","192.168.1.56","157.240.196.35","64","0x00","57703","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0x7406","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","84","6","0x02c8","157.240.196.35","192.168.1.56","60","0x00","443","57703","0","1","0","40","0x0012","0","1","0","0","1","0","0","65535","0x7f05","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0x863f","192.168.1.56","147.75.95.77","64","0x00","57704","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0x53be","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","49","6","0x9523","147.75.95.77","192.168.1.56","60","0x20","443","57702","0","1","0","40","0x0012","0","1","0","0","1","0","0","43440","0x8aab","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0xa65b","192.168.1.56","23.50.187.74","64","0x00","57705","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0xaab0","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0xa65b","192.168.1.56","23.50.187.74","64","0x00","57706","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0x7012","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0xa65b","192.168.1.56","23.50.187.74","64","0x00","57707","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0xe564","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0xa65b","192.168.1.56","23.50.187.74","64","0x00","57708","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0x4823","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","55","6","0xaf5f","23.50.187.74","192.168.1.56","60","0x00","443","57705","0","1","0","40","0x0012","0","1","0","0","1","0","0","65160","0x70ca","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0x211c","192.168.1.56","142.250.200.193","64","0x00","57709","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0x7a3f","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","55","6","0xaf5f","23.50.187.74","192.168.1.56","60","0x00","443","57706","0","1","0","40","0x0012","0","1","0","0","1","0","0","65160","0xbccb","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0xa65b","192.168.1.56","23.50.187.74","64","0x00","57710","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0x2563","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","55","6","0xaf5f","23.50.187.74","192.168.1.56","60","0x00","443","57707","0","1","0","40","0x0012","0","1","0","0","1","0","0","65160","0xb1a4","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","56","6","0xae5f","23.50.187.74","192.168.1.56","60","0x00","443","57708","0","1","0","40","0x0012","0","1","0","0","1","0","0","65160","0xbdec","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0x4b2b","192.168.1.56","95.100.206.72","64","0x00","57711","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0x79ac","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","60","6","0x4f2f","95.100.206.72","192.168.1.56","60","0x00","443","57711","0","1","0","40","0x0012","0","1","0","0","1","0","0","65160","0xf3dd","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","54","6","0xb05f","23.50.187.74","192.168.1.56","60","0x00","443","57710","0","1","0","40","0x0012","0","1","0","0","1","0","0","65160","0x9c4e","0","1360"
"4","20",,"0x851d","0x00","0","0","0","0","117","6","0xa702","142.250.200.193","192.168.1.56","60","0x00","443","57709","0","1","0","40","0x0012","0","1","0","0","1","0","0","65535","0x14d3","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","60","6","0x4f2f","95.100.206.72","192.168.1.56","60","0x00","443","57711","0","1","0","40","0x0012","0","1","0","0","1","0","0","65160","0xf3cd","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","50","6","0x9423","147.75.95.77","192.168.1.56","60","0x20","443","57704","0","1","0","40","0x0012","0","1","0","0","1","0","0","43440","0xec14","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0xa65b","192.168.1.56","23.50.187.74","64","0x00","57712","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0xe308","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0x9e3d","192.168.1.56","185.106.33.48","64","0x00","57713","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0xb078","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0x9e3d","192.168.1.56","185.106.33.48","64","0x00","57714","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0x5024","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0x9e3d","192.168.1.56","185.106.33.48","64","0x00","57715","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0x774d","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","55","6","0xaf5f","23.50.187.74","192.168.1.56","60","0x00","443","57712","0","1","0","40","0x0012","0","1","0","0","1","0","0","65160","0x4d24","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","55","6","0xa749","185.106.33.48","192.168.1.56","52","0x00","443","57713","0","1","0","32","0x0012","0","1","0","0","1","0","0","29200","0xb127","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","55","6","0xa749","185.106.33.48","192.168.1.56","52","0x00","443","57715","0","1","0","32","0x0012","0","1","0","0","1","0","0","29200","0x81b9","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","54","6","0xa849","185.106.33.48","192.168.1.56","52","0x00","443","57714","0","1","0","32","0x0012","0","1","0","0","1","0","0","29200","0x5014","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0x9e3d","192.168.1.56","185.106.33.48","64","0x00","57716","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0xcb15","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0x9e3d","192.168.1.56","185.106.33.48","64","0x00","57717","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0x7748","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","55","6","0xa749","185.106.33.48","192.168.1.56","52","0x00","443","57716","0","1","0","32","0x0012","0","1","0","0","1","0","0","29200","0x5c85","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","55","6","0xa749","185.106.33.48","192.168.1.56","52","0x00","443","57717","0","1","0","32","0x0012","0","1","0","0","1","0","0","29200","0xe1a4","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0x4b2b","192.168.1.56","95.100.206.72","64","0x00","57722","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0x4d12","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0x4b2b","192.168.1.56","95.100.206.72","64","0x00","57723","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0x35be","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","60","6","0x4f2f","95.100.206.72","192.168.1.56","60","0x00","443","57722","0","1","0","40","0x0012","0","1","0","0","1","0","0","65160","0x4d1c","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","60","6","0x4f2f","95.100.206.72","192.168.1.56","60","0x00","443","57723","0","1","0","40","0x0012","0","1","0","0","1","0","0","65160","0x33e1","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0xa65b","192.168.1.56","23.50.187.74","64","0x00","57724","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0x3fba","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0x06c5","192.168.1.56","141.226.228.48","64","0x00","57725","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0x43e5","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","60","6","0x4f2f","95.100.206.72","192.168.1.56","60","0x00","443","57722","0","1","0","40","0x0012","0","1","0","0","1","0","0","65160","0x4d0c","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","60","6","0x4f2f","95.100.206.72","192.168.1.56","60","0x00","443","57723","0","1","0","40","0x0012","0","1","0","0","1","0","0","65160","0x33d1","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","64","6","0x4b2b","192.168.1.56","95.100.206.72","64","0x00","57726","443","0","0","0","44","0x0002","0","1","0","0","0","0","0","65535","0x5821","0","1460"
"4","20",,"0x0000","0x40","0","1","0","0","60","6","0x4f2f","95.100.206.72","192.168.1.56","60","0x00","443","57726","0","1","0","40","0x0012","0","1","0","0","1","0","0","65160","0xddca","0","1360"
"4","20",,"0x0000","0x40","0","1","0","0","55","6","0xaf5f","23.50.187.74","192.168.1.56","60","0x00","443","57724","0","1","0","40","0x0012","0","1","0","0","1","0","0","65160","0x9e78","0","1360"
